,Unnamed: 0,File directory,File name,Dimension(filtered),N(sample),N(filtered feature),Repetition Rate,File directory(CEB server/Iris),,"In RegPA, experiments were done in two times, once with  50<=size<=300, once with 300<=size<=500. One of datasets of size 300 got double counted. 8 datasets got replaced with other datasets with the same last 8 digit in filenames. Hence, there are 704 datasets for RegPA results.",
1688,1688,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5871.csv,data_CHEMBL5871.csv,"(41, 108)",41,108,0.56097561,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5871.csv,,,
1960,1960,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5888.csv,data_CHEMBL5888.csv,"(41, 124)",41,124,0.097560976,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5888.csv,,,
87,87,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075261.csv,data_CHEMBL1075261.csv,"(42, 56)",42,56,0.071428571,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075261.csv,,,
143,143,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2654.csv,data_CHEMBL2654.csv,"(42, 98)",42,98,0.095238095,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2654.csv,,,
188,188,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3945.csv,data_CHEMBL3945.csv,"(42, 100)",42,100,0.047619048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3945.csv,,,
284,284,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2052038.csv,data_CHEMBL2052038.csv,"(42, 71)",42,71,0.619047619,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2052038.csv,,,
307,307,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4540.csv,data_CHEMBL4540.csv,"(42, 178)",42,178,0.166666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4540.csv,,,
316,316,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2034805.csv,data_CHEMBL2034805.csv,"(42, 61)",42,61,0.214285714,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2034805.csv,,,
340,340,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4752.csv,data_CHEMBL4752.csv,"(42, 42)",42,42,0.30952381,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4752.csv,,,
347,347,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094133.csv,data_CHEMBL2094133.csv,"(42, 104)",42,104,0.214285714,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094133.csv,,,
403,403,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4343.csv,data_CHEMBL4343.csv,"(42, 139)",42,139,0.047619048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4343.csv,,,
639,639,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6068.csv,data_CHEMBL6068.csv,"(42, 120)",42,120,0.047619048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6068.csv,,,
814,814,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1163113.csv,data_CHEMBL1163113.csv,"(42, 46)",42,46,0.238095238,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1163113.csv,,,
855,855,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2608.csv,data_CHEMBL2608.csv,"(42, 110)",42,110,0.071428571,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2608.csv,,,
877,877,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293314.csv,data_CHEMBL1293314.csv,"(42, 220)",42,220,0.5,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293314.csv,,,
936,936,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096975.csv,data_CHEMBL2096975.csv,"(42, 119)",42,119,0.047619048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096975.csv,,,
1034,1034,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3699.csv,data_CHEMBL3699.csv,"(42, 93)",42,93,0.071428571,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3699.csv,,,
1210,1210,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2109241.csv,data_CHEMBL2109241.csv,"(42, 129)",42,129,0.166666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2109241.csv,,,
1438,1438,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3295.csv,data_CHEMBL3295.csv,"(42, 134)",42,134,0.119047619,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3295.csv,,,
1508,1508,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075024.csv,data_CHEMBL1075024.csv,"(42, 111)",42,111,0.30952381,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075024.csv,,,
1538,1538,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1697672.csv,data_CHEMBL1697672.csv,"(42, 70)",42,70,0.404761905,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1697672.csv,,,
1575,1575,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096677.csv,data_CHEMBL2096677.csv,"(42, 61)",42,61,0.071428571,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096677.csv,,,
1723,1723,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1791.csv,data_CHEMBL1791.csv,"(42, 68)",42,68,0.047619048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1791.csv,,,
1781,1781,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4788.csv,data_CHEMBL4788.csv,"(42, 68)",42,68,0.047619048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4788.csv,,,
1799,1799,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2845.csv,data_CHEMBL2845.csv,"(42, 103)",42,103,0.428571429,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2845.csv,,,
1954,1954,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111331.csv,data_CHEMBL2111331.csv,"(42, 85)",42,85,0.047619048,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111331.csv,,,
2029,2029,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1255139.csv,data_CHEMBL1255139.csv,"(42, 91)",42,91,0.833333333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1255139.csv,,,
16,16,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2866.csv,data_CHEMBL2866.csv,"(43, 88)",43,88,0.046511628,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2866.csv,,,
148,148,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2046264.csv,data_CHEMBL2046264.csv,"(43, 72)",43,72,0.046511628,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2046264.csv,,,
470,470,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3228.csv,data_CHEMBL3228.csv,"(43, 105)",43,105,0.162790698,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3228.csv,,,
546,546,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2010635.csv,data_CHEMBL2010635.csv,"(43, 79)",43,79,0.093023256,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2010635.csv,,,
796,796,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5952.csv,data_CHEMBL5952.csv,"(43, 82)",43,82,0.046511628,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5952.csv,,,
993,993,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5982.csv,data_CHEMBL5982.csv,"(43, 107)",43,107,0.11627907,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5982.csv,,,
1028,1028,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4323.csv,data_CHEMBL4323.csv,"(43, 91)",43,91,0.372093023,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4323.csv,,,
1142,1142,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3482.csv,data_CHEMBL3482.csv,"(43, 78)",43,78,0.209302326,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3482.csv,,,
1217,1217,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4271.csv,data_CHEMBL4271.csv,"(43, 72)",43,72,0.046511628,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4271.csv,,,
1341,1341,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075146.csv,data_CHEMBL1075146.csv,"(43, 40)",43,40,0.046511628,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075146.csv,,,
1539,1539,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3224.csv,data_CHEMBL3224.csv,"(43, 176)",43,176,0.046511628,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3224.csv,,,
1599,1599,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3393.csv,data_CHEMBL3393.csv,"(43, 66)",43,66,0.069767442,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3393.csv,,,
1631,1631,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4614.csv,data_CHEMBL4614.csv,"(43, 62)",43,62,0.046511628,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4614.csv,,,
1757,1757,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1955712.csv,data_CHEMBL1955712.csv,"(43, 59)",43,59,0.093023256,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1955712.csv,,,
336,336,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3997.csv,data_CHEMBL3997.csv,"(44, 76)",44,76,0.113636364,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3997.csv,,,
402,402,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4425.csv,data_CHEMBL4425.csv,"(44, 180)",44,180,0.386363636,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4425.csv,,,
435,435,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3014.csv,data_CHEMBL3014.csv,"(44, 87)",44,87,0.136363636,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3014.csv,,,
467,467,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2097161.csv,data_CHEMBL2097161.csv,"(44, 49)",44,49,0.545454545,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2097161.csv,,,
690,690,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075028.csv,data_CHEMBL1075028.csv,"(44, 110)",44,110,0.022727273,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075028.csv,,,
699,699,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4087.csv,data_CHEMBL4087.csv,"(44, 105)",44,105,0.068181818,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4087.csv,,,
702,702,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3924.csv,data_CHEMBL3924.csv,"(44, 78)",44,78,0.25,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3924.csv,,,
792,792,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075214.csv,data_CHEMBL1075214.csv,"(44, 101)",44,101,0.045454545,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075214.csv,,,
802,802,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1781859.csv,data_CHEMBL1781859.csv,"(44, 179)",44,179,0.045454545,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1781859.csv,,,
943,943,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4042.csv,data_CHEMBL4042.csv,"(44, 83)",44,83,0.25,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4042.csv,,,
1047,1047,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096619.csv,data_CHEMBL2096619.csv,"(44, 105)",44,105,0.045454545,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096619.csv,,,
1115,1115,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4886.csv,data_CHEMBL4886.csv,"(44, 59)",44,59,0.090909091,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4886.csv,,,
1166,1166,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4844.csv,data_CHEMBL4844.csv,"(44, 70)",44,70,0.045454545,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4844.csv,,,
1408,1408,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3917.csv,data_CHEMBL3917.csv,"(44, 65)",44,65,0.386363636,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3917.csv,,,
100,100,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3416.csv,data_CHEMBL3416.csv,"(45, 73)",45,73,0.044444444,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3416.csv,,,
243,243,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4420.csv,data_CHEMBL4420.csv,"(45, 93)",45,93,0.066666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4420.csv,,,
684,684,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1935.csv,data_CHEMBL1935.csv,"(45, 70)",45,70,0.066666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1935.csv,,,
809,809,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4319.csv,data_CHEMBL4319.csv,"(45, 80)",45,80,0.288888889,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4319.csv,,,
930,930,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4136.csv,data_CHEMBL4136.csv,"(45, 56)",45,56,0.066666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4136.csv,,,
1055,1055,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1075165.csv,data_CHEMBL1075165.csv,"(45, 182)",45,182,0.466666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1075165.csv,,,
1082,1082,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111372.csv,data_CHEMBL2111372.csv,"(45, 77)",45,77,0.044444444,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111372.csv,,,
1868,1868,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1649054.csv,data_CHEMBL1649054.csv,"(45, 74)",45,74,0.066666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1649054.csv,,,
1883,1883,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3381.csv,data_CHEMBL3381.csv,"(45, 97)",45,97,0.4,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3381.csv,,,
2043,2043,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3195.csv,data_CHEMBL3195.csv,"(45, 64)",45,64,0.066666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3195.csv,,,
79,79,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2912.csv,data_CHEMBL2912.csv,"(46, 87)",46,87,0.043478261,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2912.csv,,,
914,914,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1944499.csv,data_CHEMBL1944499.csv,"(46, 120)",46,120,0.02173913,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1944499.csv,,,
1152,1152,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3326.csv,data_CHEMBL3326.csv,"(46, 107)",46,107,0.043478261,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3326.csv,,,
1170,1170,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4677.csv,data_CHEMBL4677.csv,"(46, 117)",46,117,0.108695652,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4677.csv,,,
1190,1190,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1743125.csv,data_CHEMBL1743125.csv,"(46, 81)",46,81,0.086956522,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1743125.csv,,,
1246,1246,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2073670.csv,data_CHEMBL2073670.csv,"(46, 198)",46,198,0.02173913,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2073670.csv,,,
1536,1536,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4510.csv,data_CHEMBL4510.csv,"(46, 222)",46,222,0.47826087,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4510.csv,,,
1553,1553,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1926488.csv,data_CHEMBL1926488.csv,"(46, 28)",46,28,0.043478261,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1926488.csv,,,
2004,2004,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4360.csv,data_CHEMBL4360.csv,"(46, 96)",46,96,0.043478261,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4360.csv,,,
2093,2093,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4573.csv,data_CHEMBL4573.csv,"(46, 123)",46,123,0.130434783,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4573.csv,,,
139,139,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4580.csv,data_CHEMBL4580.csv,"(47, 62)",47,62,0.063829787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4580.csv,,,
256,256,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5070.csv,data_CHEMBL5070.csv,"(47, 83)",47,83,0.063829787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5070.csv,,,
426,426,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3799.csv,data_CHEMBL3799.csv,"(47, 139)",47,139,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3799.csv,,,
484,484,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3994.csv,data_CHEMBL3994.csv,"(47, 94)",47,94,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3994.csv,,,
606,606,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2111463.csv,data_CHEMBL2111463.csv,"(47, 113)",47,113,0.14893617,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2111463.csv,,,
689,689,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3878.csv,data_CHEMBL3878.csv,"(47, 55)",47,55,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3878.csv,,,
692,692,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2555.csv,data_CHEMBL2555.csv,"(47, 108)",47,108,0.085106383,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2555.csv,,,
783,783,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5774.csv,data_CHEMBL5774.csv,"(47, 97)",47,97,0.063829787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5774.csv,,,
868,868,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3738.csv,data_CHEMBL3738.csv,"(47, 54)",47,54,0.085106383,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3738.csv,,,
905,905,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1255150.csv,data_CHEMBL1255150.csv,"(47, 85)",47,85,0.276595745,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1255150.csv,,,
1066,1066,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4069.csv,data_CHEMBL4069.csv,"(47, 119)",47,119,0.170212766,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4069.csv,,,
1119,1119,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2213.csv,data_CHEMBL2213.csv,"(47, 53)",47,53,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2213.csv,,,
1220,1220,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3720.csv,data_CHEMBL3720.csv,"(47, 88)",47,88,0.063829787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3720.csv,,,
1310,1310,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3047.csv,data_CHEMBL3047.csv,"(47, 72)",47,72,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3047.csv,,,
1312,1312,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1743126.csv,data_CHEMBL1743126.csv,"(47, 297)",47,297,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1743126.csv,,,
1335,1335,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5368.csv,data_CHEMBL5368.csv,"(47, 155)",47,155,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5368.csv,,,
1546,1546,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4211.csv,data_CHEMBL4211.csv,"(47, 109)",47,109,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4211.csv,,,
1614,1614,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1795138.csv,data_CHEMBL1795138.csv,"(47, 94)",47,94,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1795138.csv,,,
1737,1737,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1909044.csv,data_CHEMBL1909044.csv,"(47, 142)",47,142,0.042553191,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1909044.csv,,,
1824,1824,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5135.csv,data_CHEMBL5135.csv,"(47, 93)",47,93,0.063829787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5135.csv,,,
2024,2024,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5080.csv,data_CHEMBL5080.csv,"(47, 82)",47,82,0.212765957,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5080.csv,,,
2077,2077,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4017.csv,data_CHEMBL4017.csv,"(47, 89)",47,89,0.063829787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4017.csv,,,
126,126,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5339.csv,data_CHEMBL5339.csv,"(48, 58)",48,58,0.041666667,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5339.csv,,,
362,362,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5538.csv,data_CHEMBL5538.csv,"(48, 102)",48,102,0.145833333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5538.csv,,,
363,363,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3161.csv,data_CHEMBL3161.csv,"(48, 105)",48,105,0.0625,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3161.csv,,,
501,501,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3638.csv,data_CHEMBL3638.csv,"(48, 45)",48,45,0.020833333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3638.csv,,,
657,657,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4327.csv,data_CHEMBL4327.csv,"(48, 73)",48,73,0.333333333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4327.csv,,,
1331,1331,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1932895.csv,data_CHEMBL1932895.csv,"(48, 83)",48,83,0.1875,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1932895.csv,,,
1414,1414,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3718.csv,data_CHEMBL3718.csv,"(48, 50)",48,50,0.0625,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3718.csv,,,
1429,1429,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5155.csv,data_CHEMBL5155.csv,"(48, 80)",48,80,0.270833333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5155.csv,,,
